message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278328.855609153";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278328.841948824";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278328.841674710";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278328.840066845";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278328.826397918";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278328.826010331";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278328.823502744";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278328.810232168";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278328.809764633";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278328.807980548";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278328.794546802";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278328.777895834";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278328.777805209";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278328.775764116";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278328.762357648";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278328.681651922";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278328.679746177";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278328.665862470";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278328.664142624";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278328.650075270";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278328.649951233";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278328.647508266";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278328.634380706";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278328.634159251";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278328.631961499";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278328.618563010";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278328.617763059";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278328.616420241";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim3.sim";"1695278328.602171218";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278328.601700235";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim2.sim";"1695278328.599637957";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.096117])";"30";"turtlesim1.sim";"1695278328.585767884";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.095088])";"30";"turtlesim3.sim";"1695278328.585784599";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.095088])";"30";"turtlesim2.sim";"1695278328.584310951";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.087860])";"30";"turtlesim3.sim";"1695278328.570462834";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.095061])";"30";"turtlesim1.sim";"1695278328.570171704";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.087860])";"30";"turtlesim2.sim";"1695278328.567760261";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.087833])";"30";"turtlesim1.sim";"1695278328.553871693";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.080632])";"30";"turtlesim3.sim";"1695278328.553791006";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.080632])";"30";"turtlesim2.sim";"1695278328.552196206";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.080605])";"30";"turtlesim1.sim";"1695278328.538514572";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.073405])";"30";"turtlesim3.sim";"1695278328.538423732";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.073405])";"30";"turtlesim2.sim";"1695278328.535853581";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.073378])";"30";"turtlesim1.sim";"1695278328.521879212";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.066177])";"30";"turtlesim3.sim";"1695278328.521899080";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.066177])";"30";"turtlesim2.sim";"1695278328.519499831";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.066150])";"30";"turtlesim1.sim";"1695278328.506487997";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.058949])";"30";"turtlesim3.sim";"1695278328.506335771";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.058949])";"30";"turtlesim2.sim";"1695278328.504146810";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.058922])";"30";"turtlesim1.sim";"1695278328.489821388";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.051722])";"30";"turtlesim3.sim";"1695278328.489832344";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.051722])";"30";"turtlesim2.sim";"1695278328.487813953";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.044494])";"30";"turtlesim3.sim";"1695278328.474436340";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.051695])";"30";"turtlesim1.sim";"1695278328.473880091";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.044494])";"30";"turtlesim2.sim";"1695278328.472218606";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.044467])";"30";"turtlesim1.sim";"1695278328.458326110";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.037266])";"30";"turtlesim2.sim";"1695278328.456469415";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.030038])";"30";"turtlesim3.sim";"1695278328.442452450";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.037239])";"30";"turtlesim1.sim";"1695278328.442418947";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.030038])";"30";"turtlesim2.sim";"1695278328.439832775";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.030012])";"30";"turtlesim1.sim";"1695278328.426596862";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.022811])";"30";"turtlesim3.sim";"1695278328.426486180";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.022811])";"30";"turtlesim2.sim";"1695278328.424467719";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.022784])";"30";"turtlesim1.sim";"1695278328.410067793";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.015583])";"30";"turtlesim3.sim";"1695278328.410014519";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.015583])";"30";"turtlesim2.sim";"1695278328.407945188";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.015556])";"30";"turtlesim1.sim";"1695278328.393613613";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.008355])";"30";"turtlesim3.sim";"1695278328.393494770";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.008355])";"30";"turtlesim2.sim";"1695278328.392400519";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.008329])";"30";"turtlesim1.sim";"1695278328.378214613";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.001127])";"30";"turtlesim3.sim";"1695278328.378140169";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.001127])";"30";"turtlesim2.sim";"1695278328.375826495";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.993900])";"30";"turtlesim3.sim";"1695278328.362035760";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=11.001101])";"30";"turtlesim1.sim";"1695278328.361662881";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.993900])";"30";"turtlesim2.sim";"1695278328.359485788";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.993873])";"30";"turtlesim1.sim";"1695278328.346092088";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.986672])";"30";"turtlesim3.sim";"1695278328.345812674";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.986672])";"30";"turtlesim2.sim";"1695278328.344141630";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.986646])";"30";"turtlesim1.sim";"1695278328.330580983";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.979444])";"30";"turtlesim3.sim";"1695278328.329567958";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.979444])";"30";"turtlesim2.sim";"1695278328.327786548";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.972216])";"30";"turtlesim3.sim";"1695278328.314435287";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.979418])";"30";"turtlesim1.sim";"1695278328.314136035";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.972216])";"30";"turtlesim2.sim";"1695278328.312284613";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.972190])";"30";"turtlesim1.sim";"1695278328.297845844";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.957761])";"30";"turtlesim3.sim";"1695278328.282279600";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.957761])";"30";"turtlesim2.sim";"1695278328.279530494";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.957735])";"30";"turtlesim1.sim";"1695278328.265736875";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.950533])";"30";"turtlesim3.sim";"1695278328.265758145";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.950533])";"30";"turtlesim2.sim";"1695278328.264052396";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.943305])";"30";"turtlesim3.sim";"1695278328.250165952";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.950507])";"30";"turtlesim1.sim";"1695278328.249976466";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.943305])";"30";"turtlesim2.sim";"1695278328.247754854";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.943279])";"30";"turtlesim1.sim";"1695278328.234362133";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.936078])";"30";"turtlesim3.sim";"1695278328.233757955";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.936078])";"30";"turtlesim2.sim";"1695278328.232204246";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.928850])";"30";"turtlesim3.sim";"1695278328.218393894";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.936052])";"30";"turtlesim1.sim";"1695278328.217831529";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.928850])";"30";"turtlesim2.sim";"1695278328.215607252";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.928824])";"30";"turtlesim1.sim";"1695278328.202420852";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.921622])";"30";"turtlesim3.sim";"1695278328.202165679";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.921622])";"30";"turtlesim2.sim";"1695278328.200202287";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.921596])";"30";"turtlesim1.sim";"1695278328.185989951";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.914394])";"30";"turtlesim3.sim";"1695278328.185872260";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.914394])";"30";"turtlesim2.sim";"1695278328.183807769";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.907167])";"30";"turtlesim3.sim";"1695278328.170506949";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.914369])";"30";"turtlesim1.sim";"1695278328.169608719";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.907167])";"30";"turtlesim2.sim";"1695278328.168099489";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.907141])";"30";"turtlesim1.sim";"1695278328.154207699";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.899939])";"30";"turtlesim3.sim";"1695278328.154246798";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.899939])";"30";"turtlesim2.sim";"1695278328.151707776";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.899913])";"30";"turtlesim1.sim";"1695278328.138052506";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.892711])";"30";"turtlesim3.sim";"1695278328.137928934";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.892711])";"30";"turtlesim2.sim";"1695278328.136071521";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.892686])";"30";"turtlesim1.sim";"1695278328.121734542";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.885483])";"30";"turtlesim3.sim";"1695278328.121613545";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.885483])";"30";"turtlesim2.sim";"1695278328.119637450";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.885458])";"30";"turtlesim1.sim";"1695278328.106240414";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.878256])";"30";"turtlesim3.sim";"1695278328.106120724";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.878256])";"30";"turtlesim2.sim";"1695278328.104306266";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.871028])";"30";"turtlesim3.sim";"1695278328.089777598";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.878230])";"30";"turtlesim1.sim";"1695278328.089727945";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.871028])";"30";"turtlesim2.sim";"1695278328.087789410";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.863800])";"30";"turtlesim3.sim";"1695278328.074480083";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.871003])";"30";"turtlesim1.sim";"1695278328.074072945";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.863800])";"30";"turtlesim2.sim";"1695278328.072112077";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.863775])";"30";"turtlesim1.sim";"1695278328.058307417";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.856573])";"30";"turtlesim3.sim";"1695278328.057912927";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.856573])";"30";"turtlesim2.sim";"1695278328.056503589";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.849345])";"30";"turtlesim3.sim";"1695278328.042521410";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.856547])";"30";"turtlesim1.sim";"1695278328.041749683";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.849345])";"30";"turtlesim2.sim";"1695278328.039848044";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.849320])";"30";"turtlesim1.sim";"1695278328.026475185";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.842117])";"30";"turtlesim3.sim";"1695278328.026273457";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.842117])";"30";"turtlesim2.sim";"1695278328.023595074";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.834889])";"30";"turtlesim3.sim";"1695278328.010051954";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.842092])";"30";"turtlesim1.sim";"1695278328.010088563";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.834889])";"30";"turtlesim2.sim";"1695278328.008106396";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.834864])";"30";"turtlesim1.sim";"1695278327.994473325";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.827662])";"30";"turtlesim3.sim";"1695278327.993739951";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.827662])";"30";"turtlesim2.sim";"1695278327.991736438";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.820434])";"30";"turtlesim3.sim";"1695278327.978472012";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.827637])";"30";"turtlesim1.sim";"1695278327.977838750";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.820434])";"30";"turtlesim2.sim";"1695278327.976381787";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.820409])";"30";"turtlesim1.sim";"1695278327.962405124";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.813206])";"30";"turtlesim3.sim";"1695278327.962200450";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.813206])";"30";"turtlesim2.sim";"1695278327.959930378";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.813181])";"30";"turtlesim1.sim";"1695278327.946121044";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.805978])";"30";"turtlesim3.sim";"1695278327.945937264";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.805978])";"30";"turtlesim2.sim";"1695278327.943500033";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.798751])";"30";"turtlesim3.sim";"1695278327.929704240";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.805953])";"30";"turtlesim1.sim";"1695278327.929746454";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.798751])";"30";"turtlesim2.sim";"1695278327.928206681";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.798726])";"30";"turtlesim1.sim";"1695278327.914379653";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.791523])";"30";"turtlesim3.sim";"1695278327.914303831";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.791523])";"30";"turtlesim2.sim";"1695278327.911696121";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.791498])";"30";"turtlesim1.sim";"1695278327.897800004";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.784295])";"30";"turtlesim3.sim";"1695278327.897785703";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.784295])";"30";"turtlesim2.sim";"1695278327.895651490";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.777067])";"30";"turtlesim3.sim";"1695278327.882561539";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.784270])";"30";"turtlesim1.sim";"1695278327.881743636";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.777067])";"30";"turtlesim2.sim";"1695278327.879893666";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.769840])";"30";"turtlesim3.sim";"1695278327.866105257";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.777043])";"30";"turtlesim1.sim";"1695278327.865940153";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.769840])";"30";"turtlesim2.sim";"1695278327.864325980";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.762612])";"30";"turtlesim3.sim";"1695278327.850269515";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.769815])";"30";"turtlesim1.sim";"1695278327.850090535";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.762612])";"30";"turtlesim2.sim";"1695278327.847976506";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.762587])";"30";"turtlesim1.sim";"1695278327.834206878";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.755384])";"30";"turtlesim3.sim";"1695278327.833785302";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.755384])";"30";"turtlesim2.sim";"1695278327.832338259";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.755360])";"30";"turtlesim1.sim";"1695278327.818251504";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.748156])";"30";"turtlesim3.sim";"1695278327.818191095";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.748156])";"30";"turtlesim2.sim";"1695278327.815770686";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.748132])";"30";"turtlesim1.sim";"1695278327.802522715";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.740929])";"30";"turtlesim3.sim";"1695278327.801751449";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.740929])";"30";"turtlesim2.sim";"1695278327.800257733";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.733701])";"30";"turtlesim3.sim";"1695278327.786116881";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.740904])";"30";"turtlesim1.sim";"1695278327.785945765";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.733701])";"30";"turtlesim2.sim";"1695278327.783724835";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031173, y=10.733677])";"30";"turtlesim1.sim";"1695278327.770329984";"./src/turtle.cpp:update:260"
